Observation unit ID	Date	NumMainStems	TubN_total_per_plant	TubW_total_per_plant	DoE	PlantHeight
WUR:CE-FIN05-III-598-C	2005-07-26	6	41	442	24	35
WUR:CE-FIN05-III-599-A	2005-07-26	2	19	332	23	55
WUR:CE-FIN05-III-599-B	2005-07-26	2	29	308	22	56
WUR:CE-FIN05-III-599-C	2005-07-26	3	27	247	28	47
WUR:CE-FIN05-III-600-A	2005-07-26		0	0		
WUR:CE-FIN05-III-600-B	2005-07-26	2	28	222	25	58
WUR:CE-FIN05-III-600-C	2005-07-26	5	31	306	25	48
WUR:CE-FIN05-III-601-A	2005-07-26	4	30	565	26	51
WUR:CE-FIN05-III-601-B	2005-07-26	3	21	299	26	52
WUR:CE-FIN05-III-601-C	2005-07-26	4	31	365	26	55
WUR:CE-FIN05-III-602-A	2005-07-26	3			34	42
WUR:CE-FIN05-III-602-B	2005-07-26	2			27	47
WUR:CE-FIN05-III-602-C	2005-07-26	3			25	49
WUR:CE-FIN05-III-603-A	2005-07-26	4	25	283	25	45
WUR:CE-FIN05-III-603-B	2005-07-26	6	32	362	25	48
WUR:CE-FIN05-III-603-C	2005-07-26	6	13	32	42	41
WUR:CE-FIN05-III-604-A	2005-07-26	6	15	132	26	57
WUR:CE-FIN05-III-604-B	2005-07-26	9	24	112	28	53
WUR:CE-FIN05-III-604-C	2005-07-26	2	16	127	26	53
WUR:CE-FIN05-III-605-A	2005-07-26	1	8	25	29	58
WUR:CE-FIN05-III-605-B	2005-07-26	2	7	61	27	56
WUR:CE-FIN05-III-605-C	2005-07-26	5	18	79	26	55
WUR:CE-FIN05-III-606-A	2005-07-26	3	20	187	27	28
WUR:CE-FIN05-III-606-B	2005-07-26	4	25	334	26	34
WUR:CE-FIN05-III-606-C	2005-07-26	3	15	143	30	27
WUR:CE-FIN05-III-607-A	2005-07-26	7	12	60	36	41
WUR:CE-FIN05-III-607-B	2005-07-26	9	47	455	26	47
WUR:CE-FIN05-III-607-C	2005-07-26	5	35	339	26	58
WUR:CE-FIN05-III-608-A	2005-07-26	3	4	17	41	31
WUR:CE-FIN05-III-608-B	2005-07-26	2	13	17	44	38
WUR:CE-FIN05-III-608-C	2005-07-26	2	21	120	32	39
WUR:CE-FIN05-III-609-A	2005-07-26	3	23	213	28	47
WUR:CE-FIN05-III-609-B	2005-07-26	4	9	36	35	33
WUR:CE-FIN05-III-609-C	2005-07-26	8	7	15	41	38
WUR:CE-FIN05-III-610-A	2005-07-26	7	24	63	30	42
WUR:CE-FIN05-III-610-B	2005-07-26	6	23	126	26	43
WUR:CE-FIN05-III-610-C	2005-07-26	1	10	127	26	42
WUR:CE-FIN05-III-611-A	2005-07-26	5	37	235	36	61
WUR:CE-FIN05-III-611-B	2005-07-26	7	46	351	33	68
WUR:CE-FIN05-III-611-C	2005-07-26	5	31	287	25	68
WUR:CE-FIN05-III-612-A	2005-07-26	8	17	55	36	47
WUR:CE-FIN05-III-612-B	2005-07-26	4	4	10	39	36
WUR:CE-FIN05-III-612-C	2005-07-26	4	6	13	37	45
WUR:CE-FIN05-III-613-A	2005-07-26	3	34	170	26	66
WUR:CE-FIN05-III-613-B	2005-07-26	5	47	337	22	65
WUR:CE-FIN05-III-613-C	2005-07-26	2	12	35	32	45
WUR:CE-FIN05-III-614-A	2005-07-26	3			33	40
WUR:CE-FIN05-III-614-B	2005-07-26	3			27	41
WUR:CE-FIN05-III-614-C	2005-07-26	3			27	42
WUR:CE-FIN05-III-615-A	2005-07-26	2	10	178	34	42
WUR:CE-FIN05-III-615-B	2005-07-26	3	17	459	28	43
WUR:CE-FIN05-III-615-C	2005-07-26	2	8	124	34	21
WUR:CE-FIN05-III-616-A	2005-07-26	4	18	297	23	46
WUR:CE-FIN05-III-616-B	2005-07-26	3	9	157	25	41
WUR:CE-FIN05-III-616-C	2005-07-26	3	16	225	26	43
WUR:CE-FIN05-III-617-A	2005-07-26	4	3	7	30	39
WUR:CE-FIN05-III-617-B	2005-07-26	2	6	13	29	46
WUR:CE-FIN05-III-617-C	2005-07-26	3	4	14	26	55
WUR:CE-FIN05-III-618-A	2005-07-26	3	18	163	33	57
WUR:CE-FIN05-III-618-B	2005-07-26	4	17	162	35	66
WUR:CE-FIN05-III-618-C	2005-07-26	2	19	253	29	63
WUR:CE-FIN05-III-619-A	2005-07-26	4			27	58
WUR:CE-FIN05-III-619-B	2005-07-26	10			38	41
WUR:CE-FIN05-III-619-C	2005-07-26	4			34	39
WUR:CE-FIN05-III-620-A	2005-07-26	5	18	108	35	45
WUR:CE-FIN05-III-620-B	2005-07-26	5	18	73	35	42
WUR:CE-FIN05-III-620-C	2005-07-26	5	18	211	28	45
WUR:CE-FIN05-III-621-A	2005-07-26	5			29	68
WUR:CE-FIN05-III-621-B	2005-07-26	3			28	67
WUR:CE-FIN05-III-621-C	2005-07-26	2			28	65
WUR:CE-FIN05-III-622-A	2005-07-26	3	17	86	27	41
WUR:CE-FIN05-III-622-B	2005-07-26	5	27	99	29	40
WUR:CE-FIN05-III-622-C	2005-07-26	3	14	59	29	25
WUR:CE-FIN05-III-623-A	2005-07-26	3	8	57	25	57
WUR:CE-FIN05-III-623-B	2005-07-26	7	2	6	27	53
WUR:CE-FIN05-III-623-C	2005-07-26	2	3	9	28	58
WUR:CE-FIN05-III-624-A	2005-07-26	4	30	260	28	56
WUR:CE-FIN05-III-624-B	2005-07-26	2	13	152	28	60
WUR:CE-FIN05-III-624-C	2005-07-26		2	4		
WUR:CE-FIN05-III-625-A	2005-07-26	7	26	333	26	60
WUR:CE-FIN05-III-625-B	2005-07-26	7	25	314	26	61
WUR:CE-FIN05-III-625-C	2005-07-26	4	12	67	26	53
WUR:CE-FIN05-III-626-A	2005-07-26	3	3	1	41	10
WUR:CE-FIN05-III-626-B	2005-07-26	3	4	3	40	8
WUR:CE-FIN05-III-626-C	2005-07-26	3	2	1	49	3
WUR:CE-FIN05-III-627-A	2005-07-26	1	14	84	29	60
WUR:CE-FIN05-III-627-B	2005-07-26	3	6	18	35	40
WUR:CE-FIN05-III-627-C	2005-07-26	2	10	105	27	52
WUR:CE-FIN05-III-628-A	2005-07-26	3	15	62	38	50
WUR:CE-FIN05-III-628-B	2005-07-26	5	22	101	36	51
WUR:CE-FIN05-III-628-C	2005-07-26	5	28	227	27	49
WUR:CE-FIN05-III-629-A	2005-07-26	5	2	6	27	49
WUR:CE-FIN05-III-629-B	2005-07-26	6	4	4	27	50
WUR:CE-FIN05-III-629-C	2005-07-26	3	3	6	28	48
WUR:CE-FIN05-III-630-A	2005-07-26	4	37	531	23	41
WUR:CE-FIN05-III-630-B	2005-07-26	4	34	380	24	42
WUR:CE-FIN05-III-630-C	2005-07-26	2	31	326	23	45
WUR:CE-FIN05-III-631-A	2005-07-26	4	17	86	33	50
WUR:CE-FIN05-III-631-B	2005-07-26	3	8	18	38	49
WUR:CE-FIN05-III-631-C	2005-07-26	5	8	20	29	50
WUR:CE-FIN05-III-632-A	2005-07-26	3	9	130	33	52
WUR:CE-FIN05-III-632-B	2005-07-26	3	2	3	50	38
WUR:CE-FIN05-III-632-C	2005-07-26		1	3		
WUR:CE-FIN05-III-633-A	2005-07-26	3	10	21	29	69
WUR:CE-FIN05-III-633-B	2005-07-26	5	39	141	26	70
WUR:CE-FIN05-III-633-C	2005-07-26	5	35	186	27	72
WUR:CE-FIN05-III-634-A	2005-07-26	7	18	39	31	44
WUR:CE-FIN05-III-634-B	2005-07-26	1	11	43	26	42
WUR:CE-FIN05-III-634-C	2005-07-26	4	17	90	33	40
WUR:CE-FIN05-III-635-A	2005-07-26	3	28	358	27	56
WUR:CE-FIN05-III-635-B	2005-07-26	4	19	161	35	50
WUR:CE-FIN05-III-635-C	2005-07-26	3	25	451	26	48
WUR:CE-FIN05-III-636-A	2005-07-26	4	5	20	26	54
WUR:CE-FIN05-III-636-B	2005-07-26	5	1	1	28	53
WUR:CE-FIN05-III-636-C	2005-07-26	3	4	12	26	52
WUR:CE-FIN05-III-637-A	2005-07-26	4	16	78	39	39
WUR:CE-FIN05-III-637-B	2005-07-26	4	27	228	35	40
WUR:CE-FIN05-III-637-C	2005-07-26	5	29	219	34	38
WUR:CE-FIN05-III-638-A	2005-07-26	3	5	10	40	39
WUR:CE-FIN05-III-638-B	2005-07-26	6	16	42	39	42
WUR:CE-FIN05-III-638-C	2005-07-26	3	9	31	38	38
WUR:CE-FIN05-III-639-A	2005-07-26	3	19	312	25	54
WUR:CE-FIN05-III-639-B	2005-07-26	2	19	149	28	55
WUR:CE-FIN05-III-639-C	2005-07-26	4	27	395	23	60
WUR:CE-FIN05-III-640-A	2005-07-26	4	29	378	26	36
WUR:CE-FIN05-III-640-B	2005-07-26	2	24	308	26	46
WUR:CE-FIN05-III-640-C	2005-07-26	3	11	273	26	40
WUR:CE-FIN05-III-641-A	2005-07-26	1	7	168	32	52
WUR:CE-FIN05-III-641-B	2005-07-26	3	24	581	26	58
WUR:CE-FIN05-III-641-C	2005-07-26	2	17	438	26	52
WUR:CE-FIN05-III-642-A	2005-07-26	3	15	321	24	55
WUR:CE-FIN05-III-642-B	2005-07-26	5	28	502	24	50
WUR:CE-FIN05-III-642-C	2005-07-26	3	12	245	25	42
WUR:CE-FIN05-III-643-A	2005-07-26	4	26	290	27	59
WUR:CE-FIN05-III-643-B	2005-07-26					
WUR:CE-FIN05-III-643-C	2005-07-26	2	4	6	28	56
WUR:CE-FIN05-III-644-A	2005-07-26	2	13	382	26	59
WUR:CE-FIN05-III-644-B	2005-07-26	3	10	107	35	50
WUR:CE-FIN05-III-644-C	2005-07-26	3	10	118	38	47
WUR:CE-FIN05-III-645-A	2005-07-26	3	6	44	28	50
WUR:CE-FIN05-III-645-B	2005-07-26	3	4	46	28	50
WUR:CE-FIN05-III-645-C	2005-07-26	1	3	39	29	45
WUR:CE-FIN05-III-646-A	2005-07-26	7	23	232	25	51
WUR:CE-FIN05-III-646-B	2005-07-26	5	25	287	25	53
WUR:CE-FIN05-III-646-C	2005-07-26	7	20	151	26	52
WUR:CE-FIN05-III-647-A	2005-07-26	2	10	179	26	29
WUR:CE-FIN05-III-647-B	2005-07-26	5	21	253	28	31
WUR:CE-FIN05-III-647-C	2005-07-26	3	13	157	29	27
WUR:CE-FIN05-III-648-A	2005-07-26	3			28	49
WUR:CE-FIN05-III-648-B	2005-07-26	1			30	40
WUR:CE-FIN05-III-648-C	2005-07-26	2			33	35
WUR:CE-FIN05-III-649-A	2005-07-26	5	1	8	36	33
WUR:CE-FIN05-III-649-B	2005-07-26	3			35	40
WUR:CE-FIN05-III-649-C	2005-07-26	2			37	36
WUR:CE-FIN05-III-650-A	2005-07-26	3	11	70	28	51
WUR:CE-FIN05-III-650-B	2005-07-26	3	3	23	30	43
WUR:CE-FIN05-III-650-C	2005-07-26	6	22	521	26	59
WUR:CE-FIN05-III-651-A	2005-07-26	4	31	464	26	58
WUR:CE-FIN05-III-651-B	2005-07-26	3	16	141	33	43
WUR:CE-FIN05-III-651-C	2005-07-26	6	35	160	34	40
WUR:CE-FIN05-III-652-A	2005-07-26	11	23	181	27	55
WUR:CE-FIN05-III-652-B	2005-07-26	7	20	179	27	48
WUR:CE-FIN05-III-652-C	2005-07-26	8	24	259	27	46
WUR:CE-FIN05-III-653-A	2005-07-26	1			29	46
WUR:CE-FIN05-III-653-B	2005-07-26	1			41	39
WUR:CE-FIN05-III-653-C	2005-07-26	5			26	52
WUR:CE-FIN05-III-654-A	2005-07-26	3	18	180	26	53
WUR:CE-FIN05-III-654-B	2005-07-26	2	19	272	26	53
WUR:CE-FIN05-III-654-C	2005-07-26	1	11	135	27	55
WUR:CE-FIN05-III-655-A	2005-07-26	3	10	216	26	60
WUR:CE-FIN05-III-655-B	2005-07-26	6	10	172	26	56
WUR:CE-FIN05-III-655-C	2005-07-26	4	11	198	26	60
WUR:CE-FIN05-III-656-A	2005-07-26	1	4	45	36	43
WUR:CE-FIN05-III-656-B	2005-07-26	2	9	36	38	50
WUR:CE-FIN05-III-656-C	2005-07-26	4	16	162	34	52
WUR:CE-FIN05-III-657-A	2005-07-26	3	15	393	27	40
WUR:CE-FIN05-III-657-B	2005-07-26	5	14	106	36	36
WUR:CE-FIN05-III-657-C	2005-07-26	4	19	313	29	30
WUR:CE-FIN05-III-658-A	2005-07-26	1	32	367	26	43
WUR:CE-FIN05-III-658-B	2005-07-26	1	16	209	27	38
WUR:CE-FIN05-III-658-C	2005-07-26	1	18	308	26	52
WUR:CE-FIN05-III-659-A	2005-07-26	4	13	124	27	50
WUR:CE-FIN05-III-659-B	2005-07-26	8	34	385	23	57
WUR:CE-FIN05-III-659-C	2005-07-26	4	27	210	24	51
WUR:CE-FIN05-III-660-A	2005-07-26	8	26	216	27	51
WUR:CE-FIN05-III-660-B	2005-07-26	4	21	207	27	56
WUR:CE-FIN05-III-660-C	2005-07-26	10	26	208	30	50
WUR:CE-FIN05-III-661-A	2005-07-26	4	16	438	26	46
WUR:CE-FIN05-III-661-B	2005-07-26	3	12	154	30	40
WUR:CE-FIN05-III-661-C	2005-07-26	7	25	568	26	50
WUR:CE-FIN05-III-662-A	2005-07-26	1	3	24	30	53
WUR:CE-FIN05-III-662-B	2005-07-26	1	6	24	30	40
WUR:CE-FIN05-III-662-C	2005-07-26	1	1	5	32	48
WUR:CE-FIN05-III-663-A	2005-07-26	4	22	250	33	31
WUR:CE-FIN05-III-663-B	2005-07-26	4	17	278	30	32
WUR:CE-FIN05-III-663-C	2005-07-26	2	13	347	27	34
WUR:CE-FIN05-III-664-A	2005-07-26	4	16	73	36	54
WUR:CE-FIN05-III-664-B	2005-07-26	5	28	189	28	54
WUR:CE-FIN05-III-664-C	2005-07-26	8	31	168	36	55
WUR:CE-FIN05-III-665-A	2005-07-26	4	34	217	25	62
WUR:CE-FIN05-III-665-B	2005-07-26	6	23	112	26	55
WUR:CE-FIN05-III-665-C	2005-07-26	4	26	141	26	51
WUR:CE-FIN05-III-666-A	2005-07-26	4	11	15	34	62
WUR:CE-FIN05-III-666-B	2005-07-26	5	16	234	26	80
WUR:CE-FIN05-III-666-C	2005-07-26	3	10	145	26	65
WUR:CE-FIN05-III-667-A	2005-07-26					
WUR:CE-FIN05-III-667-B	2005-07-26					
WUR:CE-FIN05-III-667-C	2005-07-26					
WUR:CE-FIN05-III-668-A	2005-07-26	3	10	167	26	27
WUR:CE-FIN05-III-668-B	2005-07-26	4	14	195	27	25
WUR:CE-FIN05-III-668-C	2005-07-26	2	5	91	29	24
WUR:CE-FIN05-III-669-A	2005-07-26	1			44	40
WUR:CE-FIN05-III-669-B	2005-07-26	4			28	45
WUR:CE-FIN05-III-669-C	2005-07-26	4			37	44
WUR:CE-FIN05-III-670-A	2005-07-26	11			41	23
WUR:CE-FIN05-III-670-B	2005-07-26	7	1	2	38	29
WUR:CE-FIN05-III-670-C	2005-07-26	2	5	13	35	37
WUR:CE-FIN05-III-671-A	2005-07-26	3	31	469	24	41
WUR:CE-FIN05-III-671-B	2005-07-26	5	38	405	25	37
WUR:CE-FIN05-III-671-C	2005-07-26	6	23	189	31	41
WUR:CE-FIN05-III-672-A	2005-07-26	2	14	56	28	48
WUR:CE-FIN05-III-672-B	2005-07-26	3	19	100	31	47
WUR:CE-FIN05-III-672-C	2005-07-26	2	12	50	31	49
WUR:CE-FIN05-III-673-A	2005-07-26	3	9	21	38	40
WUR:CE-FIN05-III-673-B	2005-07-26	3	19	366	26	59
WUR:CE-FIN05-III-673-C	2005-07-26	3			43	29
WUR:CE-FIN05-III-674-A	2005-07-26	2	3	22	30	44
WUR:CE-FIN05-III-674-B	2005-07-26	1	6	49	27	45
WUR:CE-FIN05-III-674-C	2005-07-26	3	3	23	30	41
WUR:CE-FIN05-III-675-A	2005-07-26	7	16	304	25	52
WUR:CE-FIN05-III-675-B	2005-07-26	8	15	75	27	45
WUR:CE-FIN05-III-675-C	2005-07-26	7	22	315	25	54
WUR:CE-FIN05-III-676-A	2005-07-26	3			50	28
WUR:CE-FIN05-III-676-B	2005-07-26	7			42	42
WUR:CE-FIN05-III-676-C	2005-07-26	4			27	59
WUR:CE-FIN05-III-677-A	2005-07-26	3	11	216	26	35
WUR:CE-FIN05-III-677-B	2005-07-26	5	29	419	25	29
WUR:CE-FIN05-III-677-C	2005-07-26	4	26	274	25	29
WUR:CE-FIN05-III-678-A	2005-07-26	7	21	212	25	45
WUR:CE-FIN05-III-678-B	2005-07-26	3	16	191	26	35
WUR:CE-FIN05-III-678-C	2005-07-26	4	13	180	25	46
WUR:CE-FIN05-III-679-A	2005-07-26	4	20	157	31	28
WUR:CE-FIN05-III-679-B	2005-07-26	4	25	204	29	44
WUR:CE-FIN05-III-679-C	2005-07-26	2	6	26	37	33
WUR:CE-FIN05-III-680-A	2005-07-26	2	10	50	34	37
WUR:CE-FIN05-III-680-B	2005-07-26	3	10	45	32	42
WUR:CE-FIN05-III-680-C	2005-07-26	1	6	85	26	47
WUR:CE-FIN05-III-681-A	2005-07-26	5	23	336	28	35
WUR:CE-FIN05-III-681-B	2005-07-26	4	28	521	26	43
WUR:CE-FIN05-III-681-C	2005-07-26	4	17	260	28	35
WUR:CE-FIN05-III-682-A	2005-07-26	3	15	45	39	31
WUR:CE-FIN05-III-682-B	2005-07-26	7	29	475	27	45
WUR:CE-FIN05-III-682-C	2005-07-26	2	6	18	41	17
WUR:CE-FIN05-III-683-A	2005-07-26	4	26	266	27	41
WUR:CE-FIN05-III-683-B	2005-07-26	6	37	413	25	37
WUR:CE-FIN05-III-683-C	2005-07-26	5	25	150	28	51
WUR:CE-FIN05-III-684-A	2005-07-26	7	39	326	26	50
WUR:CE-FIN05-III-684-B	2005-07-26	6	29	229	26	42
WUR:CE-FIN05-III-684-C	2005-07-26	3	21	121	26	45
WUR:CE-FIN05-III-685-A	2005-07-26	3	22	245	25	42
WUR:CE-FIN05-III-685-B	2005-07-26	3	19	144	25	39
WUR:CE-FIN05-III-685-C	2005-07-26	4	27	224	26	63
WUR:CE-FIN05-III-686-A	2005-07-26	2			36	33
WUR:CE-FIN05-III-686-B	2005-07-26	2	7	20	25	39
WUR:CE-FIN05-III-686-C	2005-07-26	3	2	4	27	39
WUR:CE-FIN05-III-687-A	2005-07-26	4	33	303	26	31
WUR:CE-FIN05-III-687-B	2005-07-26	3	27	342	25	32
WUR:CE-FIN05-III-687-C	2005-07-26	3	24	244	26	29
WUR:CE-FIN05-III-688-A	2005-07-26	15			57	13
WUR:CE-FIN05-III-688-B	2005-07-26	7	52	336	27	32
WUR:CE-FIN05-III-688-C	2005-07-26					
WUR:CE-FIN05-III-689-A	2005-07-26	2	14	33	33	56
WUR:CE-FIN05-III-689-B	2005-07-26	3	11	32	33	50
WUR:CE-FIN05-III-689-C	2005-07-26	2	10	26	33	56
WUR:CE-FIN05-III-690-A	2005-07-26	6	14	274	26	34
WUR:CE-FIN05-III-690-B	2005-07-26	7	21	315	27	35
WUR:CE-FIN05-III-690-C	2005-07-26	4	12	222	26	30
WUR:CE-FIN05-III-691-A	2005-07-26	5	24	342	25	40
WUR:CE-FIN05-III-691-B	2005-07-26	4	36	634	25	48
WUR:CE-FIN05-III-691-C	2005-07-26	4	15	222	26	39
WUR:CE-FIN05-III-692-A	2005-07-26	6			33	58
WUR:CE-FIN05-III-692-B	2005-07-26	6			29	59
WUR:CE-FIN05-III-692-C	2005-07-26	2			33	52
WUR:CE-FIN05-III-693-A	2005-07-26	1	1	1	33	46
WUR:CE-FIN05-III-693-B	2005-07-26	2			41	37
WUR:CE-FIN05-III-693-C	2005-07-26	2			53	15
WUR:CE-FIN05-III-694-A	2005-07-26	3	14	93	27	44
WUR:CE-FIN05-III-694-B	2005-07-26	2	10	54	28	36
WUR:CE-FIN05-III-694-C	2005-07-26	3	21	173	26	45
WUR:CE-FIN05-III-695-A	2005-07-26	4	12	85	26	50
WUR:CE-FIN05-III-695-B	2005-07-26	5	13	90	28	50
WUR:CE-FIN05-III-695-C	2005-07-26	2	20	133	26	47
WUR:CE-FIN05-III-696-A	2005-07-26	2	10	142	31	45
WUR:CE-FIN05-III-696-B	2005-07-26	3	16	123	30	49
WUR:CE-FIN05-III-696-C	2005-07-26	4	20	217	26	42
WUR:CE-FIN05-III-697-A	2005-07-26	6	33	367	25	32
WUR:CE-FIN05-III-697-B	2005-07-26	7	22	291	26	28
WUR:CE-FIN05-III-697-C	2005-07-26	7	23	291	28	30
WUR:CE-FIN05-III-698-A	2005-07-26	12	37	430	26	45
WUR:CE-FIN05-III-698-B	2005-07-26	7	14	242	26	38
WUR:CE-FIN05-III-698-C	2005-07-26	7	18	66	28	45
WUR:CE-FIN05-III-699-A	2005-07-26	2	5	159	29	35
WUR:CE-FIN05-III-699-B	2005-07-26	1	6	176	29	38
WUR:CE-FIN05-III-699-C	2005-07-26	4	12	279	29	35
WUR:CE-FIN05-III-700-A	2005-07-26	4	11	64	27	45
WUR:CE-FIN05-III-700-B	2005-07-26	4	8	136	25	45
WUR:CE-FIN05-III-700-C	2005-07-26	7	15	427	24	49
WUR:CE-FIN05-III-701-A	2005-07-26	6	20	159	30	40
WUR:CE-FIN05-III-701-B	2005-07-26	5	10	122	27	48
WUR:CE-FIN05-III-701-C	2005-07-26	7	7	46	38	47
WUR:CE-FIN05-III-702-A	2005-07-26	5	25	244	29	35
WUR:CE-FIN05-III-702-B	2005-07-26	3	22	125	38	35
WUR:CE-FIN05-III-702-C	2005-07-26					
WUR:CE-FIN05-III-703-A	2005-07-26	3	19	182	36	40
WUR:CE-FIN05-III-703-B	2005-07-26	4	26	186	36	35
WUR:CE-FIN05-III-703-C	2005-07-26	4	24	134	36	31
WUR:CE-FIN05-III-704-A	2005-07-26	5	17	233	25	30
WUR:CE-FIN05-III-704-B	2005-07-26	2	19	126	28	32
WUR:CE-FIN05-III-704-C	2005-07-26	4	5	125	36	40
WUR:CE-FIN05-III-705-A	2005-07-26	6	16	96	28	29
WUR:CE-FIN05-III-705-B	2005-07-26	4	26	182	25	25
WUR:CE-FIN05-III-705-C	2005-07-26	3	33	262	25	30
WUR:CE-FIN05-III-706-A	2005-07-26	2	10	156	30	42
WUR:CE-FIN05-III-706-B	2005-07-26	3	8	55	36	35
WUR:CE-FIN05-III-706-C	2005-07-26	4	16	350	27	36
WUR:CE-FIN05-III-707-A	2005-07-26	3	4	32	28	42
WUR:CE-FIN05-III-707-B	2005-07-26	8	13	58	26	40
WUR:CE-FIN05-III-707-C	2005-07-26	4	5	32	26	41
WUR:CE-FIN05-III-708-A	2005-07-26	2	11	74	28	17
WUR:CE-FIN05-III-708-B	2005-07-26	4	20	246	25	31
WUR:CE-FIN05-III-708-C	2005-07-26	3	20	264	26	33
WUR:CE-FIN05-III-709-A	2005-07-26	2			29	48
WUR:CE-FIN05-III-709-B	2005-07-26	4			26	46
WUR:CE-FIN05-III-709-C	2005-07-26	3			29	40
WUR:CE-FIN05-III-710-A	2005-07-26	6	29	213	26	39
WUR:CE-FIN05-III-710-B	2005-07-26	4	4	6	27	32
WUR:CE-FIN05-III-710-C	2005-07-26	4	18	134	26	53
WUR:CE-FIN05-III-711-A	2005-07-26	3	21	400	27	39
WUR:CE-FIN05-III-711-B	2005-07-26	2	16	281	26	30
WUR:CE-FIN05-III-711-C	2005-07-26	2	13	373	26	26
WUR:CE-FIN05-III-712-A	2005-07-26	9	65	545	26	47
WUR:CE-FIN05-III-712-B	2005-07-26	4	16	75	35	38
WUR:CE-FIN05-III-712-C	2005-07-26	8	50	491	26	37
WUR:CE-FIN05-III-713-A	2005-07-26	3	14	52	38	25
WUR:CE-FIN05-III-713-B	2005-07-26	4	17	93	38	31
WUR:CE-FIN05-III-713-C	2005-07-26	4	24	446	26	41
WUR:CE-FIN05-III-714-A	2005-07-26	3	15	118	29	23
WUR:CE-FIN05-III-714-B	2005-07-26	3	15	140	30	28
WUR:CE-FIN05-III-714-C	2005-07-26	2			54	5
WUR:CE-FIN05-III-715-A	2005-07-26	8	45	207	27	42
WUR:CE-FIN05-III-715-B	2005-07-26	3	6	10	39	37
WUR:CE-FIN05-III-715-C	2005-07-26	6	20	49	35	30
WUR:CE-FIN05-III-716-A	2005-07-26	2	26	181	25	48
WUR:CE-FIN05-III-716-B	2005-07-26	3	32	345	25	47
WUR:CE-FIN05-III-716-C	2005-07-26	3	1	1		5
WUR:CE-FIN05-III-717-A	2005-07-26	4	38	446	27	35
WUR:CE-FIN05-III-717-B	2005-07-26	7	28	169	29	33
WUR:CE-FIN05-III-717-C	2005-07-26					
WUR:CE-FIN05-III-718-A	2005-07-26	3	19	453	26	35
WUR:CE-FIN05-III-718-B	2005-07-26	3	19	298	28	35
WUR:CE-FIN05-III-718-C	2005-07-26	4	8	49	37	42
WUR:CE-FIN05-III-719-A	2005-07-26	3	7	44	28	41
WUR:CE-FIN05-III-719-B	2005-07-26	3			27	45
WUR:CE-FIN05-III-719-C	2005-07-26	2	1	1	30	37
WUR:CE-FIN05-III-720-A	2005-07-26	1	4	15	28	38
WUR:CE-FIN05-III-720-B	2005-07-26	3	10	156	26	36
WUR:CE-FIN05-III-720-C	2005-07-26	1	4	10	41	36
WUR:CE-FIN05-III-721-A	2005-07-26	3	4	25	25	45
WUR:CE-FIN05-III-721-B	2005-07-26	4	2	10	26	47
WUR:CE-FIN05-III-721-C	2005-07-26	3	1	1	26	42
WUR:CE-FIN05-III-722-A	2005-07-26	3	1	1	38	30
WUR:CE-FIN05-III-722-B	2005-07-26	1			40	28
WUR:CE-FIN05-III-722-C	2005-07-26	2	12	81	27	32
WUR:CE-FIN05-III-723-A	2005-07-26	5	20	165	26	23
WUR:CE-FIN05-III-723-B	2005-07-26	3	16	268	25	26
WUR:CE-FIN05-III-723-C	2005-07-26	4	19	157	26	21
WUR:CE-FIN05-III-724-A	2005-07-26	8	15	435	25	55
WUR:CE-FIN05-III-724-B	2005-07-26	7	10	232	27	55
WUR:CE-FIN05-III-724-C	2005-07-26	3	10	317	25	50
WUR:CE-FIN05-III-725-A	2005-07-26	3	17	177	25	22
WUR:CE-FIN05-III-725-B	2005-07-26	7	22	188	26	15
WUR:CE-FIN05-III-725-C	2005-07-26	2	4	11	49	24
WUR:CE-FIN05-III-726-A	2005-07-26	5	7	42	27	55
WUR:CE-FIN05-III-726-B	2005-07-26	3	10	31	29	53
WUR:CE-FIN05-III-726-C	2005-07-26	9	18	120	25	58
WUR:CE-FIN05-III-727-A	2005-07-26	4	18	200	29	30
WUR:CE-FIN05-III-727-B	2005-07-26	5	30	383	29	38
WUR:CE-FIN05-III-727-C	2005-07-26	3	8	90	33	36
WUR:CE-FIN05-III-728-A	2005-07-26	4	24	305	26	48
WUR:CE-FIN05-III-728-B	2005-07-26	2	19	152	27	40
WUR:CE-FIN05-III-728-C	2005-07-26	3	15	215	30	45
WUR:CE-FIN05-III-729-A	2005-07-26	2	4	15	28	38
WUR:CE-FIN05-III-729-B	2005-07-26	3	9	118	28	40
WUR:CE-FIN05-III-729-C	2005-07-26	3	8	85	25	42
WUR:CE-FIN05-III-730-A	2005-07-26	3	18	162	28	20
WUR:CE-FIN05-III-730-B	2005-07-26	5	30	305	26	22
WUR:CE-FIN05-III-730-C	2005-07-26	2	18	237	25	23
WUR:CE-FIN05-III-731-A	2005-07-26	4	23	337	26	52
WUR:CE-FIN05-III-731-B	2005-07-26	3	20	250	27	56
WUR:CE-FIN05-III-731-C	2005-07-26	5	35	375	26	50
WUR:CE-FIN05-III-732-A	2005-07-26	4	20	75	29	48
WUR:CE-FIN05-III-732-B	2005-07-26	1	19	89	26	51
WUR:CE-FIN05-III-732-C	2005-07-26	5	24	110	29	50
WUR:CE-FIN05-III-733-A	2005-07-26	6	35	283	26	25
WUR:CE-FIN05-III-733-B	2005-07-26	4	41	480	24	29
